node_id,site,group,sex,hhid,degree,weighted_degree_sec,contact_count,degree_centrality,betweenness_centrality,closeness_centrality,clustering,core_number,graph_center_score,composite_trace_score,rank_by_composite_trace
1898,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,71,19000.0,950.0,0.2946058091286307,0.0029591989671692437,0.5849514563106796,0.4937625754527163,46,0.3333333333333333,0.26192797990184447,138
1706,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,33,30200.0,1510.0,0.13692946058091288,0.0004599747880166309,0.5160599571734475,0.6988636363636364,30,0.3333333333333333,0.26021211469343375,139
1798,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,75,10440.0,522.0,0.3112033195020747,0.00456269469618555,0.5921375921375921,0.39675675675675676,47,0.5,0.2601421047742154,140
1546,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,59,15120.0,756.0,0.24481327800829875,0.002364645610424402,0.5697399527186762,0.5014611338398597,43,0.5,0.25901802361080284,141
1528,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,49,18160.0,908.0,0.2033195020746888,0.0012840348037454713,0.5565819861431871,0.5102040816326531,40,0.5,0.2589282703121793,142
1801,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,74,17480.0,874.0,0.3070539419087137,0.0023305394216731256,0.589242053789731,0.5449833395038874,47,0.3333333333333333,0.25883449924603646,143
1796,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,66,12460.0,623.0,0.27385892116182575,0.0025587498183760856,0.5793269230769231,0.4358974358974359,45,0.5,0.25640477792158645,144
1782,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,70,18140.0,907.0,0.29045643153526973,0.0014476443704513075,0.5835351089588378,0.5813664596273292,47,0.3333333333333333,0.25602920795049916,145
1731,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,58,20320.0,1016.0,0.24066390041493776,0.0011384749370604117,0.5630841121495327,0.6001209921355112,43,0.3333333333333333,0.24904499973685512,146
1562,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,58,20040.0,1002.0,0.24066390041493776,0.0019220559867881323,0.5657276995305164,0.543254688445251,43,0.3333333333333333,0.2478524484063227,147
1545,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,55,20600.0,1030.0,0.22821576763485477,0.001136223998673032,0.5617715617715617,0.5959595959595959,43,0.3333333333333333,0.24603697061662666,148
1680,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,50,21920.0,1096.0,0.2074688796680498,0.0013895758958427512,0.5527522935779816,0.5134693877551021,39,0.3333333333333333,0.24518706289850384,149
1592,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,70,15380.0,769.0,0.29045643153526973,0.0020977620335365537,0.5835351089588378,0.558592132505176,47,0.3333333333333333,0.24285930858411853,150
1486,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,65,16540.0,827.0,0.2697095435684647,0.0021798666089784054,0.5751789976133651,0.5480769230769231,47,0.3333333333333333,0.2412041413785198,151
1661,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,33,26020.0,1301.0,0.13692946058091288,0.00022537500624452716,0.5262008733624454,0.7537878787878788,33,0.3333333333333333,0.2400225578828002,152
1427,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,47,14500.0,725.0,0.1950207468879668,0.0017045122762627794,0.5540229885057472,0.5735430157261795,38,0.5,0.23847094721222445,153
1723,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,68,15000.0,750.0,0.2821576763485477,0.0013411362816116601,0.5807228915662651,0.5781387181738367,47,0.3333333333333333,0.23797227031344642,154
1682,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,40,23400.0,1170.0,0.16597510373443983,0.0006715116517253389,0.5355555555555556,0.6358974358974359,36,0.3333333333333333,0.23765247118687216,155
1746,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,51,12920.0,646.0,0.21161825726141079,0.0014571692393829387,0.5591647331786543,0.5858823529411765,43,0.5,0.23661688325714214,156
1681,SocioPatterns primary school,1B,M,sociopatterns_primary_school_component_0,43,22120.0,1106.0,0.17842323651452283,0.0011684167760748307,0.5415730337078651,0.5548172757475083,38,0.3333333333333333,0.2359406184997287,157
1709,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,59,10140.0,507.0,0.24481327800829875,0.0018207789409852527,0.5697399527186762,0.5458796025715955,43,0.5,0.2349115633069844,158
1779,SocioPatterns primary school,1B,M,sociopatterns_primary_school_component_0,44,21480.0,1074.0,0.1825726141078838,0.0008187379225248252,0.5379464285714286,0.5602536997885835,38,0.3333333333333333,0.23423892479417385,159
1774,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,53,11540.0,577.0,0.21991701244813278,0.001679561299572042,0.5617715617715617,0.4847605224963715,43,0.5,0.23291596453503383,160
1778,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,62,8580.0,429.0,0.2572614107883817,0.0014289886310073015,0.5738095238095238,0.5383395029085141,47,0.5,0.23167270399249743,161
1580,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,44,20200.0,1010.0,0.1825726141078838,0.0007334944601842129,0.5427927927927928,0.6490486257928119,39,0.3333333333333333,0.2280537959166633,162
1738,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,52,17620.0,881.0,0.2157676348547718,0.0009679096169651419,0.5540229885057472,0.6206636500754148,43,0.3333333333333333,0.2272863995864542,163
1809,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,65,13460.0,673.0,0.2697095435684647,0.0020104457889270097,0.5751789976133651,0.5163461538461539,44,0.3333333333333333,0.2263283142692512,164
1516,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,56,16140.0,807.0,0.23236514522821577,0.0025379870169663318,0.5604651162790698,0.462987012987013,41,0.3333333333333333,0.22627770098320454,165
1604,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,56,15860.0,793.0,0.23236514522821577,0.0017519722599360174,0.5644028103044496,0.4974025974025974,41,0.3333333333333333,0.22477123049132042,166
1461,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,48,18220.0,911.0,0.1991701244813278,0.001364303148822533,0.5527522935779816,0.4796099290780142,41,0.3333333333333333,0.22444783724885886,167
1653,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,46,11600.0,580.0,0.1908713692946058,0.001751856284782127,0.5527522935779816,0.45314009661835747,38,0.5,0.22305357718701524,168
1670,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,57,14940.0,747.0,0.23651452282157676,0.002643155008265343,0.5604651162790698,0.4442355889724311,41,0.3333333333333333,0.22196844156566342,169
1453,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,57,14980.0,749.0,0.23651452282157676,0.0013200207220943354,0.5657276995305164,0.5369674185463659,43,0.3333333333333333,0.2218965672142118,170
1820,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,54,15800.0,790.0,0.22406639004149378,0.0016928916826154355,0.5604651162790698,0.573025856044724,43,0.3333333333333333,0.22156572130182978,171
1451,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,53,15520.0,776.0,0.21991701244813278,0.0015271047596564446,0.5565819861431871,0.49927431059506533,41,0.3333333333333333,0.21873101421908359,172
1471,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,53,15480.0,774.0,0.21991701244813278,0.0011614753275778818,0.5565819861431871,0.602322206095791,41,0.3333333333333333,0.21846513582688531,173
1906,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,40,19320.0,966.0,0.16597510373443983,0.0010464358023164492,0.5403587443946188,0.5397435897435897,34,0.3333333333333333,0.2180667004271677,174
1650,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,54,14920.0,746.0,0.22406639004149378,0.0036490810858638163,0.5565819861431871,0.46261355695317957,38,0.3333333333333333,0.21771640405526277,175
1858,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,51,15820.0,791.0,0.21161825726141079,0.0013100940478039875,0.5502283105022832,0.592156862745098,39,0.3333333333333333,0.21722869155472974,176
1687,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,43,18080.0,904.0,0.17842323651452283,0.0008734552090536722,0.5452488687782805,0.574750830564784,38,0.3333333333333333,0.21641362310228435,177
1495,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,59,12760.0,638.0,0.24481327800829875,0.0022772925997264987,0.5670588235294117,0.45412039742840443,43,0.3333333333333333,0.214294821834158,178
1712,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,56,13400.0,670.0,0.23236514522821577,0.0017090050668011369,0.5630841121495327,0.5564935064935065,43,0.3333333333333333,0.21290835794706509,179
1643,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,53,13780.0,689.0,0.21991701244813278,0.0010647255477101917,0.5552995391705069,0.5972423802612482,40,0.3333333333333333,0.21025380437515234,180
1570,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,51,14240.0,712.0,0.21161825726141079,0.0008078281971888256,0.5527522935779816,0.6415686274509804,43,0.3333333333333333,0.20951451440619495,181
1539,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,46,15520.0,776.0,0.1908713692946058,0.0008679578556966813,0.5452488687782805,0.5845410628019324,39,0.3333333333333333,0.2084332097345572,182
1737,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,47,14580.0,729.0,0.1950207468879668,0.00035925550414510875,0.5427927927927928,0.7335800185013877,43,0.3333333333333333,0.2052540675360327,183
1713,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,32,19080.0,954.0,0.13278008298755187,0.0003869062913940386,0.5,0.6794354838709677,30,0.3333333333333333,0.20516002222887697,184
1649,SocioPatterns primary school,2A,M,sociopatterns_primary_school_component_0,54,11880.0,594.0,0.22406639004149378,0.0025417337007693098,0.5617715617715617,0.44863731656184486,40,0.3333333333333333,0.20284574413876816,185
1741,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,60,9260.0,463.0,0.24896265560165975,0.0018760078549142412,0.5670588235294117,0.5254237288135594,43,0.3333333333333333,0.19880100278689655,186
1647,SocioPatterns primary school,2A,M,sociopatterns_primary_school_component_0,36,16280.0,814.0,0.14937759336099585,0.0007655552510308095,0.5285087719298246,0.5777777777777777,32,0.3333333333333333,0.19755220524672945,187
1668,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,49,12300.0,615.0,0.2033195020746888,0.0011526660428687694,0.5552995391705069,0.5068027210884354,41,0.3333333333333333,0.19733042112952337,188
1877,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,35,16200.0,810.0,0.14522821576763487,0.0006689923017519241,0.5160599571734475,0.6621848739495798,30,0.3333333333333333,0.1956951054876322,189
1637,SocioPatterns primary school,5A,Unknown,sociopatterns_primary_school_component_0,35,16080.0,804.0,0.14522821576763487,0.00036504642339482793,0.5320088300220751,0.6487394957983194,35,0.3333333333333333,0.19505605879461302,190
1475,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,46,12700.0,635.0,0.1908713692946058,0.001488342648073766,0.5391498881431768,0.553623188405797,36,0.3333333333333333,0.19496823503536104,191
1872,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,35,15840.0,792.0,0.14522821576763487,0.0003941182975377113,0.5149572649572649,0.6890756302521008,30,0.3333333333333333,0.1939053581347462,192
1603,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,32,16240.0,812.0,0.13278008298755187,0.00045493869122892815,0.5320088300220751,0.6310483870967742,31,0.3333333333333333,0.1914882007982811,193
1616,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,38,14240.0,712.0,0.15767634854771784,0.0008024173529490113,0.5331858407079646,0.5362731152204836,34,0.3333333333333333,0.19063376418755446,194
1913,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,53,9300.0,465.0,0.21991701244813278,0.002477913263039965,0.5540229885057472,0.4085631349782293,39,0.3333333333333333,0.18894816127056985,195
1739,SocioPatterns primary school,2B,M,sociopatterns_primary_school_component_0,35,14400.0,720.0,0.14522821576763487,0.0005361095380244138,0.5138592750533049,0.6403361344537815,30,0.3333333333333333,0.1869946661746708,196
1630,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,63,5740.0,287.0,0.26141078838174275,0.004411499052428243,0.5697399527186762,0.3906810035842294,40,0.3333333333333333,0.1867027269905618,197
1504,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,33,14920.0,746.0,0.13692946058091288,0.0007256666108536853,0.5182795698924731,0.5662878787878788,31,0.3333333333333333,0.18663379584905745,198
1919,SocioPatterns primary school,2A,M,sociopatterns_primary_school_component_0,44,11560.0,578.0,0.1825726141078838,0.0011638086672607168,0.5440180586907449,0.53276955602537,36,0.3333333333333333,0.18650531750904237,199
1525,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,47,10380.0,519.0,0.1950207468879668,0.001376550585436052,0.5427927927927928,0.5078630897317299,38,0.3333333333333333,0.18521851344512053,200
1863,SocioPatterns primary school,2B,M,sociopatterns_primary_school_component_0,30,15460.0,773.0,0.12448132780082988,0.0003576629912864101,0.5171673819742489,0.7034482758620689,29,0.3333333333333333,0.1848055074801797,201
1854,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,47,9540.0,477.0,0.1950207468879668,0.0015862565254686554,0.5403587443946188,0.5041628122109159,38,0.3333333333333333,0.18121265201169295,202
1744,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,49,8900.0,445.0,0.2033195020746888,0.0011055834300188522,0.5502283105022832,0.5705782312925171,42,0.3333333333333333,0.1809370416154345,203
1917,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,34,13400.0,670.0,0.14107883817427386,0.0005315579786972245,0.5273522975929978,0.5686274509803921,32,0.3333333333333333,0.18072266106056464,204
1883,SocioPatterns primary school,2B,M,sociopatterns_primary_school_component_0,35,12400.0,620.0,0.14522821576763487,0.0004923425033272058,0.5171673819742489,0.6890756302521008,30,0.3333333333333333,0.1773482874786026,205
1880,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,45,9240.0,462.0,0.18672199170124482,0.0015430021823769065,0.5403587443946188,0.46565656565656566,34,0.3333333333333333,0.1768537930343526,206
1479,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,44,9440.0,472.0,0.1825726141078838,0.0010474819006589676,0.5452488687782805,0.5412262156448203,38,0.3333333333333333,0.17626616934924555,207
1632,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,47,8160.0,408.0,0.1950207468879668,0.0016900868482366462,0.5427927927927928,0.45790934320074006,34,0.3333333333333333,0.1745834566267477,208
1819,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,49,7500.0,375.0,0.2033195020746888,0.0018718814153455506,0.5440180586907449,0.43962585034013607,35,0.3333333333333333,0.1743439635101097,209
1435,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,39,10160.0,508.0,0.16182572614107885,0.0005151661474144741,0.5320088300220751,0.728744939271255,36,0.3333333333333333,0.17236784051430126,210
1831,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,39,9400.0,470.0,0.16182572614107885,0.0010397085077841492,0.5343680709534369,0.524966261808367,31,0.3333333333333333,0.16881045137650624,211
1519,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,41,8280.0,414.0,0.17012448132780084,0.0011238551254095913,0.5440180586907449,0.526829268292683,35,0.3333333333333333,0.16633477485347192,212
1483,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,49,5740.0,287.0,0.2033195020746888,0.0008920689383033018,0.5477272727272727,0.5782312925170068,41,0.3333333333333333,0.16566689076026794,213
1710,SocioPatterns primary school,2B,M,sociopatterns_primary_school_component_0,46,6580.0,329.0,0.1908713692946058,0.0007184605343475152,0.5502283105022832,0.629951690821256,38,0.3333333333333333,0.16532312522788178,214
1800,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,36,8320.0,416.0,0.14937759336099585,0.0003237642879809032,0.5296703296703297,0.7158730158730159,35,0.3333333333333333,0.15910609840338702,215
1618,SocioPatterns primary school,4A,Unknown,sociopatterns_primary_school_component_0,34,8860.0,443.0,0.14107883817427386,0.0009504234630005701,0.5193965517241379,0.5115864527629234,31,0.3333333333333333,0.15892902475110302,216
1897,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,30,10040.0,502.0,0.12448132780082988,0.0002520428054633148,0.4948665297741273,0.8,29,0.3333333333333333,0.15866641890947614,217
1824,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,36,8180.0,409.0,0.14937759336099585,0.0005225107635738063,0.5355555555555556,0.6857142857142857,33,0.3333333333333333,0.15847121392826657,218
1836,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,40,6780.0,339.0,0.16597510373443983,0.001098014742290778,0.5285087719298246,0.5282051282051282,31,0.3333333333333333,0.15764910565232526,219
1888,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,33,8080.0,404.0,0.13692946058091288,0.0005789025369534693,0.5193965517241379,0.5700757575757576,27,0.3333333333333333,0.15364376454545703,220
1865,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,29,8740.0,437.0,0.12033195020746888,0.00039912779178864804,0.5116772823779193,0.6379310344827587,27,0.3333333333333333,0.15097909731113118,221
1760,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,30,8400.0,420.0,0.12448132780082988,0.00032986019479086407,0.5320088300220751,0.6137931034482759,30,0.3333333333333333,0.15077912965025608,222
1601,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,39,5280.0,264.0,0.16182572614107885,0.0010636221705188338,0.5367483296213809,0.5020242914979757,31,0.3333333333333333,0.14896172601344795,223
1521,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,40,4520.0,226.0,0.16597510373443983,0.0018238131817854583,0.5391498881431768,0.46923076923076923,31,0.3333333333333333,0.1469037487635087,224
1538,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,26,8580.0,429.0,0.1078838174273859,0.00013167648667798166,0.5,0.8,25,0.3333333333333333,0.1457977505539497,225
1735,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,38,4940.0,247.0,0.15767634854771784,0.00034100012411811373,0.5296703296703297,0.6600284495021337,36,0.3333333333333333,0.14572652314733955,226
1770,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,31,6960.0,348.0,0.12863070539419086,0.0002921096615817462,0.5239130434782608,0.6731182795698925,30,0.3333333333333333,0.1452847714931179,227
1818,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,34,5440.0,272.0,0.14107883817427386,0.0007612770195420231,0.5273522975929978,0.5704099821746881,28,0.3333333333333333,0.14241085621800115,228
1524,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,23,8240.0,412.0,0.0954356846473029,2.939560906283122e-05,0.4839357429718876,0.924901185770751,23,0.3333333333333333,0.1397820516062457,229
1441,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,32,5400.0,270.0,0.13278008298755187,0.00014342800672956102,0.5052410901467506,0.8487903225806451,31,0.3333333333333333,0.13918996959430338,230
1511,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,39,3180.0,159.0,0.16182572614107885,0.0003299329174292198,0.5193965517241379,0.7300944669365722,36,0.3333333333333333,0.13869548160924483,231
1430,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,37,3760.0,188.0,0.15352697095435686,0.0003430758682117746,0.5262008733624454,0.6846846846846847,36,0.3333333333333333,0.13858845721789598,232
1807,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,29,6020.0,301.0,0.12033195020746888,0.0004632553047517994,0.5138592750533049,0.625615763546798,27,0.3333333333333333,0.13788475242050868,233
1753,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,38,3260.0,163.0,0.15767634854771784,0.0009116376796593485,0.5355555555555556,0.5120910384068279,34,0.3333333333333333,0.13774504541557964,234
1892,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,30,5520.0,276.0,0.12448132780082988,0.0005808733423882528,0.5182795698924731,0.5701149425287356,27,0.3333333333333333,0.13695115186343015,235
1609,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,20,7760.0,388.0,0.08298755186721991,0.00011087457637026955,0.49183673469387756,0.7631578947368421,20,0.3333333333333333,0.13312847085728727,236
1715,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,22,6680.0,334.0,0.0912863070539419,2.7214282055222577e-06,0.470703125,0.9913419913419913,22,0.3333333333333333,0.13080708688687748,237
1803,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,24,5980.0,299.0,0.0995850622406639,0.00017400998413740634,0.4908350305498982,0.7789855072463768,24,0.3333333333333333,0.1303727400622215,238
1805,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,29,4460.0,223.0,0.12033195020746888,0.0003633866882410016,0.5073684210526316,0.6403940886699507,27,0.3333333333333333,0.1303474309716861,239
1799,SocioPatterns primary school,1A,Unknown,sociopatterns_primary_school_component_0,33,2600.0,130.0,0.13692946058091288,0.0002102080644049773,0.5296703296703297,0.6666666666666666,32,0.3333333333333333,0.12716293235873455,240
1750,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,21,5100.0,255.0,0.08713692946058091,0.0,0.46705426356589147,1.0,21,0.3333333333333333,0.12174053646514832,241
1910,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,21,4940.0,247.0,0.08713692946058091,0.00011650819752903244,0.4948665297741273,0.7285714285714285,21,0.3333333333333333,0.12099282808152381,242
