source,target,weight,n_contacts,transmission
1179,1363,40,2,temporal_contact_aggregated
1179,1365,1540,77,temporal_contact_aggregated
1179,1374,80,4,temporal_contact_aggregated
1179,1377,20,1,temporal_contact_aggregated
1179,1378,640,32,temporal_contact_aggregated
1179,1385,60,3,temporal_contact_aggregated
1179,1391,100,5,temporal_contact_aggregated
1179,1393,60,3,temporal_contact_aggregated
1179,1395,80,4,temporal_contact_aggregated
1179,1401,60,3,temporal_contact_aggregated
1179,1625,360,18,temporal_contact_aggregated
1179,1658,120,6,temporal_contact_aggregated
1179,1701,80,4,temporal_contact_aggregated
1179,1702,20,1,temporal_contact_aggregated
1179,1769,20,1,temporal_contact_aggregated
1181,1190,180,9,temporal_contact_aggregated
1181,1191,120,6,temporal_contact_aggregated
1181,1193,520,26,temporal_contact_aggregated
1181,1202,20,1,temporal_contact_aggregated
1181,1205,1900,95,temporal_contact_aggregated
1181,1207,2480,124,temporal_contact_aggregated
1181,1209,20,1,temporal_contact_aggregated
1181,1210,560,28,temporal_contact_aggregated
1181,1232,20,1,temporal_contact_aggregated
1181,1238,20,1,temporal_contact_aggregated
1181,1245,2340,117,temporal_contact_aggregated
1181,1261,20,1,temporal_contact_aggregated
1181,1295,1080,54,temporal_contact_aggregated
1181,1327,980,49,temporal_contact_aggregated
1181,1352,5040,252,temporal_contact_aggregated
1181,1383,100,5,temporal_contact_aggregated
1181,1385,80,4,temporal_contact_aggregated
1181,1391,2020,101,temporal_contact_aggregated
1181,1393,160,8,temporal_contact_aggregated
1181,1395,160,8,temporal_contact_aggregated
1181,1416,80,4,temporal_contact_aggregated
1181,1535,60,3,temporal_contact_aggregated
1181,1625,240,12,temporal_contact_aggregated
1181,1629,140,7,temporal_contact_aggregated
1181,1658,260,13,temporal_contact_aggregated
1181,1671,560,28,temporal_contact_aggregated
1181,1701,1220,61,temporal_contact_aggregated
1181,1702,20,1,temporal_contact_aggregated
1181,1769,220,11,temporal_contact_aggregated
1190,1191,20,1,temporal_contact_aggregated
1190,1193,2840,142,temporal_contact_aggregated
1190,1196,1640,82,temporal_contact_aggregated
1190,1202,60,3,temporal_contact_aggregated
1190,1205,880,44,temporal_contact_aggregated
1190,1209,40,2,temporal_contact_aggregated
1190,1210,6380,319,temporal_contact_aggregated
1190,1221,80,4,temporal_contact_aggregated
1190,1232,260,13,temporal_contact_aggregated
1190,1260,80,4,temporal_contact_aggregated
1190,1261,40,2,temporal_contact_aggregated
1190,1295,1160,58,temporal_contact_aggregated
1190,1305,40,2,temporal_contact_aggregated
1190,1307,160,8,temporal_contact_aggregated
1190,1323,40,2,temporal_contact_aggregated
1190,1365,1340,67,temporal_contact_aggregated
1190,1374,100,5,temporal_contact_aggregated
1190,1377,20,1,temporal_contact_aggregated
1190,1378,120,6,temporal_contact_aggregated
1190,1385,60,3,temporal_contact_aggregated
1190,1391,140,7,temporal_contact_aggregated
1190,1393,20,1,temporal_contact_aggregated
1190,1395,80,4,temporal_contact_aggregated
1190,1416,20,1,temporal_contact_aggregated
1190,1460,20,1,temporal_contact_aggregated
1190,1469,80,4,temporal_contact_aggregated
1190,1485,100,5,temporal_contact_aggregated
1190,1547,200,10,temporal_contact_aggregated
1190,1625,140,7,temporal_contact_aggregated
1190,1629,160,8,temporal_contact_aggregated
1190,1658,480,24,temporal_contact_aggregated
1190,1671,40,2,temporal_contact_aggregated
1190,1701,40,2,temporal_contact_aggregated
1190,1784,280,14,temporal_contact_aggregated
1191,1193,60,3,temporal_contact_aggregated
1191,1196,40,2,temporal_contact_aggregated
1191,1205,180,9,temporal_contact_aggregated
1191,1207,580,29,temporal_contact_aggregated
1191,1209,160,8,temporal_contact_aggregated
1191,1210,200,10,temporal_contact_aggregated
1191,1221,3800,190,temporal_contact_aggregated
1191,1245,220,11,temporal_contact_aggregated
1191,1260,1360,68,temporal_contact_aggregated
1191,1261,20,1,temporal_contact_aggregated
1191,1295,80,4,temporal_contact_aggregated
1191,1327,100,5,temporal_contact_aggregated
1191,1332,120,6,temporal_contact_aggregated
1191,1352,200,10,temporal_contact_aggregated
1191,1362,220,11,temporal_contact_aggregated
1191,1363,160,8,temporal_contact_aggregated
1191,1365,120,6,temporal_contact_aggregated
1191,1373,60,3,temporal_contact_aggregated
1191,1374,340,17,temporal_contact_aggregated
1191,1385,360,18,temporal_contact_aggregated
1191,1391,280,14,temporal_contact_aggregated
1191,1395,20,1,temporal_contact_aggregated
1193,1196,2380,119,temporal_contact_aggregated
1193,1202,20,1,temporal_contact_aggregated
1193,1205,1460,73,temporal_contact_aggregated
1193,1207,1180,59,temporal_contact_aggregated
1193,1209,20,1,temporal_contact_aggregated
1193,1210,3800,190,temporal_contact_aggregated
1193,1221,160,8,temporal_contact_aggregated
1193,1232,240,12,temporal_contact_aggregated
1193,1245,1060,53,temporal_contact_aggregated
1193,1260,120,6,temporal_contact_aggregated
1193,1261,300,15,temporal_contact_aggregated
1193,1295,1480,74,temporal_contact_aggregated
1193,1305,280,14,temporal_contact_aggregated
1193,1323,80,4,temporal_contact_aggregated
1193,1327,420,21,temporal_contact_aggregated
1193,1352,40,2,temporal_contact_aggregated
1193,1362,420,21,temporal_contact_aggregated
1193,1363,180,9,temporal_contact_aggregated
1193,1365,900,45,temporal_contact_aggregated
1193,1374,760,38,temporal_contact_aggregated
1193,1378,320,16,temporal_contact_aggregated
1193,1383,140,7,temporal_contact_aggregated
1193,1385,140,7,temporal_contact_aggregated
1193,1391,1860,93,temporal_contact_aggregated
1193,1393,120,6,temporal_contact_aggregated
1193,1395,440,22,temporal_contact_aggregated
1193,1399,260,13,temporal_contact_aggregated
1193,1401,580,29,temporal_contact_aggregated
1193,1416,680,34,temporal_contact_aggregated
1193,1460,400,20,temporal_contact_aggregated
1193,1469,280,14,temporal_contact_aggregated
1193,1485,280,14,temporal_contact_aggregated
1193,1535,20,1,temporal_contact_aggregated
1193,1613,240,12,temporal_contact_aggregated
1193,1625,1620,81,temporal_contact_aggregated
1193,1658,2700,135,temporal_contact_aggregated
1193,1701,420,21,temporal_contact_aggregated
1193,1769,300,15,temporal_contact_aggregated
1196,1202,3740,187,temporal_contact_aggregated
1196,1205,1320,66,temporal_contact_aggregated
1196,1207,60,3,temporal_contact_aggregated
1196,1209,40,2,temporal_contact_aggregated
1196,1210,700,35,temporal_contact_aggregated
1196,1221,20,1,temporal_contact_aggregated
1196,1245,20,1,temporal_contact_aggregated
1196,1260,20,1,temporal_contact_aggregated
1196,1261,220,11,temporal_contact_aggregated
1196,1295,320,16,temporal_contact_aggregated
1196,1305,80,4,temporal_contact_aggregated
1196,1307,260,13,temporal_contact_aggregated
1196,1320,100,5,temporal_contact_aggregated
1196,1323,120,6,temporal_contact_aggregated
1196,1327,120,6,temporal_contact_aggregated
1196,1352,300,15,temporal_contact_aggregated
1196,1363,220,11,temporal_contact_aggregated
1196,1365,500,25,temporal_contact_aggregated
1196,1374,100,5,temporal_contact_aggregated
1196,1378,320,16,temporal_contact_aggregated
1196,1383,420,21,temporal_contact_aggregated
1196,1385,60,3,temporal_contact_aggregated
1196,1391,240,12,temporal_contact_aggregated
1196,1393,100,5,temporal_contact_aggregated
1196,1395,440,22,temporal_contact_aggregated
1196,1460,60,3,temporal_contact_aggregated
1196,1469,60,3,temporal_contact_aggregated
1196,1629,320,16,temporal_contact_aggregated
1196,1658,100,5,temporal_contact_aggregated
1202,1205,100,5,temporal_contact_aggregated
1202,1207,100,5,temporal_contact_aggregated
1202,1210,40,2,temporal_contact_aggregated
1202,1221,20,1,temporal_contact_aggregated
1202,1232,100,5,temporal_contact_aggregated
1202,1245,20,1,temporal_contact_aggregated
1202,1261,160,8,temporal_contact_aggregated
1202,1295,60,3,temporal_contact_aggregated
1202,1327,20,1,temporal_contact_aggregated
1202,1352,160,8,temporal_contact_aggregated
1202,1362,120,6,temporal_contact_aggregated
1202,1363,120,6,temporal_contact_aggregated
1202,1365,560,28,temporal_contact_aggregated
1202,1374,160,8,temporal_contact_aggregated
1202,1378,180,9,temporal_contact_aggregated
1202,1383,260,13,temporal_contact_aggregated
1202,1391,240,12,temporal_contact_aggregated
1202,1393,100,5,temporal_contact_aggregated
1202,1401,100,5,temporal_contact_aggregated
1202,1416,40,2,temporal_contact_aggregated
1202,1460,60,3,temporal_contact_aggregated
1202,1469,100,5,temporal_contact_aggregated
1202,1547,60,3,temporal_contact_aggregated
1202,1625,60,3,temporal_contact_aggregated
1202,1702,120,6,temporal_contact_aggregated
1202,1769,80,4,temporal_contact_aggregated
1202,1784,20,1,temporal_contact_aggregated
1205,1207,20,1,temporal_contact_aggregated
1205,1210,1440,72,temporal_contact_aggregated
1205,1221,120,6,temporal_contact_aggregated
1205,1245,100,5,temporal_contact_aggregated
1205,1295,1400,70,temporal_contact_aggregated
1205,1307,20,1,temporal_contact_aggregated
1205,1327,100,5,temporal_contact_aggregated
1205,1352,1400,70,temporal_contact_aggregated
1205,1363,320,16,temporal_contact_aggregated
1205,1374,420,21,temporal_contact_aggregated
1205,1378,20,1,temporal_contact_aggregated
1205,1383,20,1,temporal_contact_aggregated
1205,1385,220,11,temporal_contact_aggregated
1205,1391,660,33,temporal_contact_aggregated
1205,1393,40,2,temporal_contact_aggregated
1205,1395,100,5,temporal_contact_aggregated
1205,1416,160,8,temporal_contact_aggregated
1205,1460,400,20,temporal_contact_aggregated
1205,1469,260,13,temporal_contact_aggregated
1205,1485,60,3,temporal_contact_aggregated
1205,1535,40,2,temporal_contact_aggregated
1205,1613,20,1,temporal_contact_aggregated
1205,1625,880,44,temporal_contact_aggregated
1205,1629,520,26,temporal_contact_aggregated
1205,1658,460,23,temporal_contact_aggregated
1205,1769,60,3,temporal_contact_aggregated
1205,1784,240,12,temporal_contact_aggregated
1207,1209,60,3,temporal_contact_aggregated
1207,1210,11260,563,temporal_contact_aggregated
1207,1221,20,1,temporal_contact_aggregated
1207,1245,1560,78,temporal_contact_aggregated
1207,1260,20,1,temporal_contact_aggregated
1207,1295,3220,161,temporal_contact_aggregated
1207,1305,20,1,temporal_contact_aggregated
1207,1307,20,1,temporal_contact_aggregated
1207,1320,40,2,temporal_contact_aggregated
1207,1323,80,4,temporal_contact_aggregated
1207,1327,120,6,temporal_contact_aggregated
1207,1332,80,4,temporal_contact_aggregated
1207,1352,1960,98,temporal_contact_aggregated
1207,1362,660,33,temporal_contact_aggregated
1207,1363,1280,64,temporal_contact_aggregated
1207,1365,1420,71,temporal_contact_aggregated
1207,1373,160,8,temporal_contact_aggregated
1207,1374,1700,85,temporal_contact_aggregated
1207,1377,140,7,temporal_contact_aggregated
1207,1378,260,13,temporal_contact_aggregated
1207,1383,200,10,temporal_contact_aggregated
1207,1385,200,10,temporal_contact_aggregated
1207,1391,400,20,temporal_contact_aggregated
1207,1393,1600,80,temporal_contact_aggregated
1207,1395,2140,107,temporal_contact_aggregated
1207,1399,20,1,temporal_contact_aggregated
1207,1658,1840,92,temporal_contact_aggregated
1209,1210,20,1,temporal_contact_aggregated
1209,1221,60,3,temporal_contact_aggregated
1209,1260,20,1,temporal_contact_aggregated
1209,1295,20,1,temporal_contact_aggregated
1209,1378,100,5,temporal_contact_aggregated
1209,1391,160,8,temporal_contact_aggregated
1209,1629,60,3,temporal_contact_aggregated
1209,1769,20,1,temporal_contact_aggregated
1210,1221,260,13,temporal_contact_aggregated
1210,1245,1400,70,temporal_contact_aggregated
1210,1260,180,9,temporal_contact_aggregated
1210,1295,2260,113,temporal_contact_aggregated
1210,1305,80,4,temporal_contact_aggregated
1210,1307,500,25,temporal_contact_aggregated
1210,1327,20,1,temporal_contact_aggregated
1210,1332,20,1,temporal_contact_aggregated
1210,1352,680,34,temporal_contact_aggregated
1210,1362,560,28,temporal_contact_aggregated
1210,1365,2120,106,temporal_contact_aggregated
1210,1374,100,5,temporal_contact_aggregated
1210,1377,100,5,temporal_contact_aggregated
1210,1378,1600,80,temporal_contact_aggregated
1210,1383,1260,63,temporal_contact_aggregated
1210,1385,80,4,temporal_contact_aggregated
1210,1391,280,14,temporal_contact_aggregated
1210,1393,380,19,temporal_contact_aggregated
1210,1395,60,3,temporal_contact_aggregated
1210,1399,540,27,temporal_contact_aggregated
1210,1401,900,45,temporal_contact_aggregated
1210,1547,900,45,temporal_contact_aggregated
1210,1625,820,41,temporal_contact_aggregated
1210,1629,520,26,temporal_contact_aggregated
1210,1658,4600,230,temporal_contact_aggregated
1210,1660,20,1,temporal_contact_aggregated
1210,1701,60,3,temporal_contact_aggregated
1210,1702,1260,63,temporal_contact_aggregated
1210,1769,20,1,temporal_contact_aggregated
1210,1784,20,1,temporal_contact_aggregated
1221,1245,60,3,temporal_contact_aggregated
1221,1260,5840,292,temporal_contact_aggregated
1221,1261,140,7,temporal_contact_aggregated
1221,1295,40,2,temporal_contact_aggregated
1221,1307,300,15,temporal_contact_aggregated
1221,1362,880,44,temporal_contact_aggregated
1221,1365,20,1,temporal_contact_aggregated
1221,1378,40,2,temporal_contact_aggregated
1221,1395,260,13,temporal_contact_aggregated
1221,1401,260,13,temporal_contact_aggregated
1221,1416,140,7,temporal_contact_aggregated
1221,1469,1180,59,temporal_contact_aggregated
1221,1525,40,2,temporal_contact_aggregated
1221,1625,80,4,temporal_contact_aggregated
1221,1658,40,2,temporal_contact_aggregated
1221,1660,960,48,temporal_contact_aggregated
1221,1701,20,1,temporal_contact_aggregated
1221,1702,300,15,temporal_contact_aggregated
1232,1295,200,10,temporal_contact_aggregated
1232,1365,40,2,temporal_contact_aggregated
1232,1378,260,13,temporal_contact_aggregated
1232,1383,80,4,temporal_contact_aggregated
1232,1391,80,4,temporal_contact_aggregated
1232,1401,40,2,temporal_contact_aggregated
1232,1460,20,1,temporal_contact_aggregated
1232,1547,40,2,temporal_contact_aggregated
1232,1625,20,1,temporal_contact_aggregated
1232,1629,20,1,temporal_contact_aggregated
1232,1658,100,5,temporal_contact_aggregated
1232,1702,100,5,temporal_contact_aggregated
1232,1769,60,3,temporal_contact_aggregated
1238,1246,1860,93,temporal_contact_aggregated
1238,1305,20,1,temporal_contact_aggregated
1238,1327,40,2,temporal_contact_aggregated
1238,1352,60,3,temporal_contact_aggregated
1238,1363,20,1,temporal_contact_aggregated
1238,1365,200,10,temporal_contact_aggregated
1238,1374,60,3,temporal_contact_aggregated
1238,1378,20,1,temporal_contact_aggregated
1238,1383,160,8,temporal_contact_aggregated
1238,1391,80,4,temporal_contact_aggregated
1238,1393,60,3,temporal_contact_aggregated
1238,1395,20,1,temporal_contact_aggregated
1238,1399,40,2,temporal_contact_aggregated
1245,1260,120,6,temporal_contact_aggregated
1245,1295,1000,50,temporal_contact_aggregated
1245,1307,60,3,temporal_contact_aggregated
1245,1320,40,2,temporal_contact_aggregated
1245,1352,1360,68,temporal_contact_aggregated
1245,1362,40,2,temporal_contact_aggregated
1245,1363,40,2,temporal_contact_aggregated
1245,1365,20,1,temporal_contact_aggregated
1245,1374,300,15,temporal_contact_aggregated
1245,1377,120,6,temporal_contact_aggregated
1245,1378,20,1,temporal_contact_aggregated
1245,1383,120,6,temporal_contact_aggregated
1245,1385,180,9,temporal_contact_aggregated
1245,1391,840,42,temporal_contact_aggregated
1245,1395,280,14,temporal_contact_aggregated
1245,1658,280,14,temporal_contact_aggregated
1246,1305,160,8,temporal_contact_aggregated
1246,1323,80,4,temporal_contact_aggregated
1246,1327,40,2,temporal_contact_aggregated
1246,1332,20,1,temporal_contact_aggregated
1246,1352,540,27,temporal_contact_aggregated
1246,1363,40,2,temporal_contact_aggregated
1246,1365,140,7,temporal_contact_aggregated
1246,1374,280,14,temporal_contact_aggregated
1246,1378,480,24,temporal_contact_aggregated
1246,1383,180,9,temporal_contact_aggregated
1246,1391,200,10,temporal_contact_aggregated
1246,1393,240,12,temporal_contact_aggregated
1246,1395,160,8,temporal_contact_aggregated
1246,1399,100,5,temporal_contact_aggregated
1260,1295,80,4,temporal_contact_aggregated
1260,1307,240,12,temporal_contact_aggregated
1260,1362,160,8,temporal_contact_aggregated
1260,1365,100,5,temporal_contact_aggregated
1260,1373,20,1,temporal_contact_aggregated
1260,1378,80,4,temporal_contact_aggregated
1260,1383,100,5,temporal_contact_aggregated
1260,1385,160,8,temporal_contact_aggregated
1260,1395,40,2,temporal_contact_aggregated
1260,1401,760,38,temporal_contact_aggregated
1260,1460,540,27,temporal_contact_aggregated
1260,1469,120,6,temporal_contact_aggregated
1260,1629,40,2,temporal_contact_aggregated
1260,1658,20,1,temporal_contact_aggregated
1260,1660,1700,85,temporal_contact_aggregated
1260,1784,20,1,temporal_contact_aggregated
1261,1327,60,3,temporal_contact_aggregated
1261,1352,1300,65,temporal_contact_aggregated
1261,1363,160,8,temporal_contact_aggregated
1261,1374,20,1,temporal_contact_aggregated
1261,1391,100,5,temporal_contact_aggregated
1261,1395,40,2,temporal_contact_aggregated
1261,1416,200,10,temporal_contact_aggregated
1261,1460,60,3,temporal_contact_aggregated
1261,1469,60,3,temporal_contact_aggregated
1261,1485,320,16,temporal_contact_aggregated
1261,1625,20,1,temporal_contact_aggregated
1261,1701,140,7,temporal_contact_aggregated
1261,1769,20,1,temporal_contact_aggregated
1295,1305,80,4,temporal_contact_aggregated
1295,1307,1780,89,temporal_contact_aggregated
1295,1320,400,20,temporal_contact_aggregated
1295,1323,80,4,temporal_contact_aggregated
1295,1327,40,2,temporal_contact_aggregated
1295,1362,1280,64,temporal_contact_aggregated
1295,1365,1720,86,temporal_contact_aggregated
1295,1374,260,13,temporal_contact_aggregated
1295,1378,2160,108,temporal_contact_aggregated
1295,1383,1540,77,temporal_contact_aggregated
1295,1391,80,4,temporal_contact_aggregated
1295,1393,580,29,temporal_contact_aggregated
1295,1395,80,4,temporal_contact_aggregated
1295,1399,200,10,temporal_contact_aggregated
1295,1401,520,26,temporal_contact_aggregated
1295,1416,40,2,temporal_contact_aggregated
1295,1547,960,48,temporal_contact_aggregated
1295,1625,11520,576,temporal_contact_aggregated
1295,1629,11420,571,temporal_contact_aggregated
1295,1658,1500,75,temporal_contact_aggregated
1295,1660,300,15,temporal_contact_aggregated
1295,1671,40,2,temporal_contact_aggregated
1295,1701,20,1,temporal_contact_aggregated
1295,1702,1720,86,temporal_contact_aggregated
1295,1784,40,2,temporal_contact_aggregated
1305,1383,340,17,temporal_contact_aggregated
1307,1378,20,1,temporal_contact_aggregated
1307,1485,240,12,temporal_contact_aggregated
1307,1613,200,10,temporal_contact_aggregated
1307,1625,920,46,temporal_contact_aggregated
1307,1629,360,18,temporal_contact_aggregated
1307,1660,380,19,temporal_contact_aggregated
1320,1365,40,2,temporal_contact_aggregated
1320,1625,220,11,temporal_contact_aggregated
1320,1658,20,1,temporal_contact_aggregated
1320,1769,40,2,temporal_contact_aggregated
1327,1395,140,7,temporal_contact_aggregated
1327,1658,60,3,temporal_contact_aggregated
1352,1485,440,22,temporal_contact_aggregated
1352,1613,120,6,temporal_contact_aggregated
1352,1658,120,6,temporal_contact_aggregated
1362,1485,300,15,temporal_contact_aggregated
1362,1613,240,12,temporal_contact_aggregated
1362,1625,1240,62,temporal_contact_aggregated
1362,1629,80,4,temporal_contact_aggregated
1362,1658,20,1,temporal_contact_aggregated
1363,1460,720,36,temporal_contact_aggregated
1363,1485,40,2,temporal_contact_aggregated
1363,1658,60,3,temporal_contact_aggregated
1365,1393,1180,59,temporal_contact_aggregated
1365,1401,1080,54,temporal_contact_aggregated
1365,1485,260,13,temporal_contact_aggregated
1365,1613,200,10,temporal_contact_aggregated
1365,1625,300,15,temporal_contact_aggregated
1365,1629,320,16,temporal_contact_aggregated
1365,1658,480,24,temporal_contact_aggregated
1365,1660,20,1,temporal_contact_aggregated
1365,1769,40,2,temporal_contact_aggregated
1373,1769,60,3,temporal_contact_aggregated
1377,1395,100,5,temporal_contact_aggregated
1378,1485,80,4,temporal_contact_aggregated
1378,1613,60,3,temporal_contact_aggregated
1378,1625,1280,64,temporal_contact_aggregated
1378,1629,480,24,temporal_contact_aggregated
1378,1658,100,5,temporal_contact_aggregated
1383,1485,300,15,temporal_contact_aggregated
1383,1613,20,1,temporal_contact_aggregated
1383,1625,460,23,temporal_contact_aggregated
1383,1629,940,47,temporal_contact_aggregated
1383,1658,160,8,temporal_contact_aggregated
1383,1660,60,3,temporal_contact_aggregated
1383,1702,240,12,temporal_contact_aggregated
1385,1613,120,6,temporal_contact_aggregated
1385,1658,40,2,temporal_contact_aggregated
1391,1485,200,10,temporal_contact_aggregated
1391,1613,260,13,temporal_contact_aggregated
1391,1658,240,12,temporal_contact_aggregated
1391,1671,520,26,temporal_contact_aggregated
1395,1658,20,1,temporal_contact_aggregated
1401,1485,160,8,temporal_contact_aggregated
1401,1613,400,20,temporal_contact_aggregated
1401,1625,1100,55,temporal_contact_aggregated
1401,1629,680,34,temporal_contact_aggregated
1401,1658,140,7,temporal_contact_aggregated
1401,1660,380,19,temporal_contact_aggregated
1416,1485,100,5,temporal_contact_aggregated
1416,1613,580,29,temporal_contact_aggregated
1460,1485,140,7,temporal_contact_aggregated
1460,1658,60,3,temporal_contact_aggregated
1460,1784,180,9,temporal_contact_aggregated
1469,1485,220,11,temporal_contact_aggregated
1469,1658,40,2,temporal_contact_aggregated
1469,1660,100,5,temporal_contact_aggregated
1485,1547,100,5,temporal_contact_aggregated
1485,1613,5980,299,temporal_contact_aggregated
1485,1625,20,1,temporal_contact_aggregated
1485,1702,180,9,temporal_contact_aggregated
1485,1784,20,1,temporal_contact_aggregated
1525,1535,60,3,temporal_contact_aggregated
1525,1658,40,2,temporal_contact_aggregated
1535,1629,20,1,temporal_contact_aggregated
1535,1658,80,4,temporal_contact_aggregated
1547,1629,560,28,temporal_contact_aggregated
1547,1658,40,2,temporal_contact_aggregated
1613,1625,360,18,temporal_contact_aggregated
1613,1701,100,5,temporal_contact_aggregated
1613,1702,20,1,temporal_contact_aggregated
1625,1658,240,12,temporal_contact_aggregated
1625,1702,500,25,temporal_contact_aggregated
1629,1658,220,11,temporal_contact_aggregated
1629,1660,240,12,temporal_contact_aggregated
1629,1671,20,1,temporal_contact_aggregated
1629,1702,660,33,temporal_contact_aggregated
1658,1701,100,5,temporal_contact_aggregated
1658,1702,60,3,temporal_contact_aggregated
1658,1769,60,3,temporal_contact_aggregated
1658,1784,60,3,temporal_contact_aggregated
1660,1702,60,3,temporal_contact_aggregated
1660,1769,20,1,temporal_contact_aggregated
1660,1784,180,9,temporal_contact_aggregated
